Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-06-15 22:32:08+00:00,smaciasr lopezobrador hlgatell tuimss eeeyyy che lopezobrador como ves hdtpm,santino70339554,santino marella,unknow,es,saciar lopezobrador hlgatell tuimss eeeyyy che lopezobrador como ves hdtpm
2023-03-29 18:42:27+00:00," enterate  cumple 3 dias el paro de trabajadores de paludismo 

 trabajadores sindicalizados de la seccion 73 de paludismo protestan por tercer dia consecutivo en la secretariadesalud en demanda de mantenimiento de su parque vehicular y otras prestaciones 

 oaxaca httpstcohf7uzq0clx",estadoactual1,@estadoactual,"oaxaca de juarez, oaxaca",es,enteraste cumple dias el paro de trabajadores de paludismo trabajadores sindicalizados de la sección de paludismo protestan por tercer dia consecutivo en la secretariadesalud en demanda de mantenimiento de su parque vehicular y otras prestaciones ataca
2023-05-06 22:31:06+00:00,tuimss he estado al pendiente de su llamada y no me han llamado aunque digan lo contrario entiendan por favor la urgencia de mi solicitud acaso si fuera su madre actuaria igual acaso aceptaria dejarla morir,olicata,cata,unknow,es,tuimss he estado al pendiente de su llamada y no me han llamado aunque digan lo contrario entiendan por favor la urgencia de mi solicitud acaso si fuera su madre actuara igual acaso aceptaria dejarla morir
2023-04-29 01:59:38+00:00,"griegotragico tuimss zoerobledo ccp lopezobrador 
misero irresponsable ",lilys62,lilys62.,cdmx,es,griegotragico tuimss zoerobledo cc lopezobrador mesero irresponsable
2023-05-17 15:42:06+00:00,"amlo decreto el fin de la emergencia sanitaria por covid19 en mexico pero tambien ronda la posibilidad de enjuiciar a gatell por su desempeno durante la pandemia 
 httpstco7v2kz8fgyv 

 secretariadesalud amlo mexico cdmx morena salud pandemia mexico httpstcojxzaoswnus",asuntosboutique,boutique de asuntos publicos,ciudad de mexico,es,malo decreto el fin de la emergencia sanitaria por en mexico pero tambien ronda la posibilidad de enjuiciar a gately por su desempeño durante la pandemia secretariadesalud malo mexico como morena salud pandemia mexico httpstcojxzaoswnus
2023-04-29 21:27:42+00:00,jesusrcuevas asfmexico y tu cuanto ganas para la chamba q haces igual q el trabajador afiliado al imss,fantomas2020,edmundo salazar,unknow,es,jesusrcuevas asfmexico y tu cuanto ganas para la chamba q haces igual q el trabajador afiliado al imss
2023-05-24 16:16:14+00:00,tuimss ok ya  los sigo,maiko1968,nicandro,mexico city,es,tuimss ok ya los sigo
2023-05-08 17:26:46+00:00,si tienen ganas de enojarse vayan al imss,katykatsj,kats,la nacion del fuego,es,si tienen ganas de enojarse vayan al imss
2023-06-07 15:39:01+00:00,mateocardonah petrogustavo aqui obligaron a los trabajadores de algunas secretarias doy fe de que la secretaria de salud tuvo que salir a la marcha,josejzamorano,jose julio zamorano,"cali,valle del cauca, colombia",es,mateocardonah petrogustavo aqui obligaron a los trabajadores de algunas secretarias doy fe de que la secretaria de salud tuvo que salir a la marcha
2023-06-11 23:52:32+00:00,serviciosocial donacion de plaquetas o sangre o positiva para robinson benek garcia nunez esta en el hospital del issste 20 de noviembre en el area de hematologia pediatrica contacto 5562244354,hechossabado,hechos sabado,cdmx,es,serviciosocial donación de plaquetas o sangre o positiva para robinson bene gracia nuez esta en el hospital del issste de noviembre en el area de hematología pediátrica contacto
2023-04-30 16:49:46+00:00,"super cromada al candidato del wef2030agenda  la verdad es que un pensionado de la plaza acuna sabe mas secretos por ejemplo cuantas nanas tuvo les dio imss progresaron en sus vidas serian datos interesantes sobre el candidato de las mujeres
saltillo torreon monclova",lordb44l,anibal,cdmx,es,super cromada al candidato del la verdad es que un pensionado de la plaza acuna sabe mas secretos por ejemplo cuantas nanas tuvo les dio imss regresaron en sus vidas serian datos interesantes sobre el candidato de las mujeres altillo torreón monclova
2023-05-15 00:11:41+00:00,"hermesad1 xoloelvis lopezobrador tuimss zoerobledo segobmx refiriendome al sistema de salud y no seas despectivo por favor 
respete",enrique96538721,enrique montoya,unknow,es,xoloelvis lopezobrador tuimss zoerobledo segobmx refiriéndome al sistema de salud y no seas despectivo por favor respete
2023-06-07 19:00:37+00:00,laderh tuimss stpsmx profedet vertichemx q desmadre tuimss decepcionan,tzazheela,tzaz,unknow,es,ladera tuimss stpsmx proceder vertichemx q desmadre tuimss decepcionan
2023-03-30 14:54:46+00:00,"empezo la campana de vacunacion antigripal

la secretaria de salud municipal informa que ya comenzo la campana de vacunacion antigripal gratuita httpstcopnsgwtodbc",municipiopila,municipalidad pila,"pila, buenos aires, argentina",es,empezo la campana de vacunación antigripales la secretaria de salud municipal informa que ya comenzo la campana de vacunación antigripales gratuita httpstcopnsgwtodbc
2023-06-18 15:08:29+00:00,tuimss sera posible que alguna autoridad del imss pueda  instruir que se brinde atencion a los derechohabientes  en la sala de urgencias de oncologia de siglo xxi ,emmaziga1,emma zuniga,unknow,es,tuimss sera posible que alguna autoridad del imss pueda instruir que se brinde atención a los derechohabientes en la sala de urgencias de oncología de siglo xxi
2023-01-15 02:25:02+00:00,losadaberna miyertorresa disculpe  la doctora gano  desde el inicio de su gestion  seguidores por su excelente labor frente a la secretaria de salud,landayo74,yolanda gonzalez p.,"cali, colombia",es,losadaberna miyertorresa disculpe la doctora gano desde el inicio de su gestión seguidores por su excelente labor frente a la secretaria de salud
