Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-01-13 04:02:45+00:00,rosardi5272 lopezobrador porque no vas a la secretaria de salud y les dices ahi  que tiene twitter que ver o minimo etiquetalos,carlvr_33,charvee,everywhere ,es,lopezobrador porque no vas a la secretaria de salud y les dices ahi que tiene twitter que ver o minimo etiquetados
2023-05-02 23:21:28+00:00,el pleno del senado aprobo un proyecto de decreto para que las funciones del insabi se integren al imssbienestar esto con el objetivo de contar con un solo organo descentralizado que provea los servicios de atencion medica httpstcouot3fqjdue,poligrafotab,poligrafo tabasco,"tabasco, mexico",es,el pleno del senado aprobo un proyecto de decreto para que las funciones del insano se integren al imssbienestar esto con el objetivo de contar con un solo organo descentralizado que provea los servicios de atención medica
2023-06-24 19:35:50+00:00,personal de salud bloquea vialidades en cdmx pues exigen mejores condiciones laborales la secretaria de salud informo que mantiene mesas de dialogo y existe un compromiso con el personal para mejoras laborales condicioneslaborales cdmx bloqueo httpstcovq0mezwexi,erick_casas9,erick casas,"sonora, mexico",es,personal de salud bloquea cualidades en como pues exigen mejores condiciones laborales la secretaria de salud informo que mantiene mesas de dialogo y existe un compromiso con el personal para mejoras laborales condicioneslaborales como bloqueo
2023-06-06 21:26:00+00:00,"quiza deba el director general del imss zoe robledo salir otra vez al paso de las versiones malquerientes que afirman que la viabilidad financiera del instituto se compromete por hacer funcionar el imss bienestar
httpstcodnhbiunono",cafepolitico,jose fonseca,mexico,es,quiza deba el director general del imss zoe robado salir otra vez al paso de las versiones malquerientes que afirman que la viabilidad financiera del instituto se compromete por hacer funcionar el imss bienestar httpstcodnhbiunono
2023-06-15 22:18:07+00:00,tuimss fernandeznorona zoerobledo jajajaja sus mamads en persona aweb0 te pelan ahora por aca ,heribert0hh,heriberto hdz..,"monterrey, nuevo leon",es,tuimss fernandeznorona zoerobledo jajajaja sus mamada en persona te pelan ahora por aca
2023-06-11 11:38:54+00:00,tuimss son un mal chiste,leonardocken1,leonardo c ken,"guadalajara, jalisco",es,tuimss son un mal chiste
2023-06-22 02:42:04+00:00,croc cancun uniendo lazos con el imss realizan foro entornos laborales seguros y saludables para el trabajador httpstcoljjzkltqtt,adolfocaballer3,adolfo caballero,unknow,es,crac cancán uniendo lazos con el imss realizan foro entornos laborales seguros y saludables para el trabajador httpstcoljjzkltqtt
2023-06-15 19:15:32+00:00,latinusus este hombre murio de  cancer en el imss por favor no voten por asesinos httpstco46pbtjqctw,adanarcaido,adan aicardo,unknow,es,latinusus este hombre murio de cancer en el imss por favor no voten por asesinos
2023-06-26 19:39:44+00:00,recomienda imss veracruz a mujeres practicarse papanicolaou httpstcoe47tgnc22e,reyesisidoro,arturo reyes isidoro,"xalapa, mexico",es,recomienda imss veracruz a mujeres practicarle papanicolaou
2023-04-07 18:09:15+00:00,"dnamademoiselle pero esa medicina no sirve para golpear primero la negaban en el comienzo de la pandemia precisamente por no haber suficiente evidencia recuerdo como criticaron a la secretaria de salud cdmex y ahora es la panacea
y sus pacientes seran aquellos que no se vacunaron",jhonlinx,jhon linx,cdmex,es,dnamademoiselle pero esa medicina no sirve para golpear primero la negaban en el comienzo de la pandemia precisamente por no haber suficiente evidencia recuerdo como criticaron a la secretaria de salud comer y ahora es la panacea y sus pacientes seran aquellos que no se vacunaron
2023-06-22 17:51:59+00:00,solteronaaa issstemx ya he sabido de un par de casos asi entran con una cosa y les da otra peor cuando se quedan,lunamisticalove,luna mistica ,unknow,es,solterona issstemx ya he sabido de un par de casos asi entran con una cosa y les da otra peor cuando se quedan
2023-06-04 01:22:36+00:00,primer dia de mb en el imss  httpstcobjsx2u14ma,fofiwankenobi,fofis ,13 grimmauld place,es,primer dia de me en el imss
2023-06-15 20:01:21+00:00,ricardobsalinas tuimss te hagas p salinas cuanto debes pasale los datos de tu fundacion para que la ayudas que te valga madere que ya pagas impuestos para tener todos esos servicios de los que gozas tu y tus empresas,pabloj01,pablo jose,unknow,es,ricardobsalinas tuimss te hagas p salinas cuanto debes pasaje los datos de tu fundación para que la ayudas que te valga madre que ya pagas impuestos para tener todos esos servicios de los que gozas tu y tus empresas
2023-01-31 13:05:00+00:00,"coronavirus  a 34 meses de que se registro el primer deceso por covid19 en coahuila la secretaria de salud estatal reporta que ya se rebasaron las 9 mil victimas por coronavirus

httpstcok7cqfsa3ys",periodicozocalo,periodico zocalo,coahuila de zaragoza,es,coronavirus a meses de que se registro el primer deceso por en coagula la secretaria de salud estatal reporta que ya se rebajaron las mil victimas por coronavirus
2023-05-30 04:05:05+00:00,"cuando no sabes que en el portal del
imss sale todo eso ",marilumr3,marilu mr,unknow,es,cuando no sabes que en el portal del imss sale todo eso
2023-06-23 04:40:47+00:00,tuimss zoerobledo imssbienestar no le veo el motivo de una sonrisa ah vaya hipocrita,carlosalbe21793,carlos albert martinez,unknow,es,tuimss zoerobledo imssbienestar no le veo el motivo de una sonrisa ah vaya hipocrita
2023-06-12 21:26:30+00:00,zoerobledo delfinagomeza imssbienestar tuimss imssedomexpte con la ratera uchale rebajara el diezmo de los medicamentos que por cierto no hay ya ponte a chambear zoe para eso te pagamos,fernand68723703,fernando,unknow,es,zoerobledo delfinagomeza imssbienestar tuimss imssedomexpte con la ratera échale rebajara el diezmo de los medicamentos que por cierto no hay ya ponte a cambiar zoe para eso te pagamos
2023-06-24 21:39:02+00:00,marianagc fgrmexico birmex issstemx tambien llevaste uno para tu tio por que el hizo al pais un asco,ernesto85391941,ernesto davila,unknow,es,mariana fgrmexico irme issstemx tambien llevaste uno para tu tio por que el hizo al pais un asco
