Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-06-19 23:59:55+00:00,"esos empleados que demandan a una empresa porque no les dio imss y su siguiente empleo es otra empresa que no les da imss 

victima u oportunista",lapavlovich,la pavlovich,mexico,es,esos empleados que demandan a una empresa porque no les dio imss y su siguiente empleo es otra empresa que no les da imss victima u oportunista
2023-06-16 18:58:53+00:00,de la carretera a mexico a la carretera a el mezquital justo en el kilometro 35 al que  encontraron inconsciente y golpeado lo llevaron a la clinica uno del imss y la pid investiga,pilaraguilarm,pilar aguilar,"durango, dgo.",es,de la carretera a mexico a la carretera a el mezquita justo en el kilometro al que encontraron inconsciente y golpeado lo llevaron a la clinica uno del imss y la pie investiga
2023-04-18 02:20:23+00:00,"impulsan acciones para evitar enfermedades transmitidas por mosquitos
la secretaria de salud de hidalgo persiste en las medidas preventivas para disminuir la incidencia de enfermedades propiciadas por el mosco trasmisor del dengue zika y chicungunya httpstco12hsnulljt",multimedioslin1,multimediosline,"pachuca, hidalgo",es,impulsan acciones para evitar enfermedades transmitidas por mosquitos la secretaria de salud de hidalgo persiste en las medidas preventivas para disminuir la incidencia de enfermedades propicias por el mosco trasmisor del dengue ziva y chicungunya
2023-05-18 20:00:19+00:00,lopezobrador este senor esta mas ocupado en darle en la maamp al sector salud  imss y a los sueldos y subir la canasta basica que en ayudar al pueblo que ver por la inseguridad que existe en nuestro hermoso pais,gatoferoz1,gato feroz,unknow,es,lopezobrador este senor esta mas ocupado en darle en la mamá al sector salud imss y a los sueldos y subir la canasta basica que en ayudar al pueblo que ver por la inseguridad que existe en nuestro hermoso pais
2023-06-04 22:14:27+00:00,transeunteinfo para la base al igual cuando los sacan del issste no dan documento de baja solo te dicen que ya no puedes presentar y les hablan a los supervisores para no dejarte laborar,ernesto40657158,ernesto,unknow,es,transeunteinfo para la base al igual cuando los sacan del issste no dan documento de baja solo te dicen que ya no puedes presentar y les hablan a los supervisores para no dejarte laborar
2023-06-25 05:34:13+00:00,el alainwho metiendo quejas por desabasto en el tuimss en la cndh,raulalbores,raul albores,ciudad de mexico,es,el alainwho metiendo quejas por desacato en el tuimss en la cada
2023-05-10 04:05:57+00:00,albertopradilla siiii me paso la semana pasada con cofepris y la secretaria de salud que ya no respondieron mis solicitudes  justo me preguntaba si tambien le ha pasado a alguien mas o era mi paranoia,ivanortizm9,ivan ortiz ,donde nadie tiene enemigos,es,albertopradilla siiii me paso la semana pasada con cofepris y la secretaria de salud que ya no respondieron mis solicitudes justo me preguntaba si tambien le ha pasado a alguien mas o era mi paranoia
2023-05-10 19:30:11+00:00,alfredoalvarezz ricardomonreala zoerobledo tuimss no son diferentes ellos eran del pri y se pasaron a partidomorenamx por que harian las cosas diferentes,coronaloeram,manuel corona,"zapopan, jalisco",es,alfredoalvarezz ricardomonreala zoerobledo tuimss no son diferentes ellos eran del pri y se pasaron a partidomorenamx por que harian las cosas diferentes
2023-06-20 04:50:31+00:00,lamerapaipa gmartinv dicen esos del imss son los mejores dicen,dimendez9,jurista,en casa,es,lamerapaipa martini dicen esos del imss son los mejores dicen
2023-06-26 06:02:55+00:00,"lumendoz issstemx drpedrozenteno y ese hospital mugroso da para muchas mas investigaciones las autoridades gubernamentales y en parte algunas del hospital han saqueado al issste y al issstech de esa ciudad como no se imaginan 

latinusus 
carlosloret",karlczern,czer,unknow,es,lumendoz issstemx drpedrozenteno y ese hospital mugroso da para muchas mas investigaciones las autoridades gubernamentales y en parte algunas del hospital han saqueado al issste y al issstech de esa ciudad como no se imaginan latinusus carlosloret
2023-06-04 02:54:29+00:00,revistaetcetera robertomadrazo hlgatell lleven su huevo para las limpias en el imss bienestar httpstcowxxeflfzgn,oscarme66362076,oscar mesa,"acapulco de juarez, guerrero",es,revistaetcetera robertomadrazo hlgatell lleven su huevo para las limpias en el imss bienestar httpstcowxxeflfzgn
2023-06-07 19:38:54+00:00,emilioalvarezi haifa17570031 sedatumx los chairos felices de recibir su bimestralidad para con eso comprar medicamentos que el imss isssteinsabi no les da o diosalvese quien pueda en este pais de habitantes no de ciudadanos,grillopedorro,carlos corella,unknow,es,emilioalvarezi sedatumx los chicos felices de recibir su bimestralidad para con eso comprar medicamentos que el imss isssteinsabi no les da o diosalvese quien pueda en este pais de habitantes no de ciudadanos
2023-05-02 15:44:26+00:00,"soycomunicoiogo como que donde
 pues en el imss que no ve las perfectas instalaciones solo pudo haber sido ahi
no hay falla httpstcofdfn2cvdkn",la_tessa22,metete tete!,caminos de michoacan,es,soycomunicoiogo como que donde pues en el imss que no ve las perfectas instalaciones solo pudo haber sido ahi no hay falla
2023-06-06 23:59:05+00:00,"el salario asociado a los hombres adscritos al imss hasta abril fue de 16 mil 603 pesos al mes en promedio cifra superior a los 14 mil 612 pesos reportados para las mujeres

 httpstcoitbcwhz3bv",carely11,carely baez,unknow,es,el salario asociado a los hombres escritos al imss hasta abril fue de mil pesos al mes en promedio cifra superior a los mil pesos reportados para las mujeres
2023-06-12 23:37:38+00:00,datawom semilladefuego elgatopolitico si vio usted la mananera y le entendio la explicacion del director del imss le recomiendo que la vea nuevamente no es dificil si en una receta uno de varios medicamentos no es surtido se da como faltante de ese dia pero no significa que nunca se surtio,arodriguez622,arturo martinez,mexico,es,datado semilladefuego elgatopolitico si vio usted la mañanera y le entendio la explicación del director del imss le recomiendo que la vea nuevamente no es dificil si en una receta uno de varios medicamentos no es surtido se da como faltante de ese dia pero no significa que nunca se surtido
2023-05-03 15:39:49+00:00,rescobaroficial tuimss q gusto rafa   ,fergardnerperez,fernando gardner perez,totus tuus,es,rescobaroficial tuimss q gusto rafa
2023-06-01 13:23:26+00:00,"es un pobre infeliz   muerto de hambre 
como se dio cuenta que no iba a poder robar en el imss  renuncio oorwue le amarraron las manos
que bien que nuestro querido presidente los conoce tambien 
que les pone  cuatros para ponerlos en evidencia caen redonditos httpstcogu3go61fuq",suformento,susana formento,mexico,es,es un pobre infeliz muerto de hambre como se dio cuenta que no iba a poder robar en el imss renuncio porque le amarraron las manos que bien que nuestro querido presidente los conoce tambien que les pone cuatros para ponerlos en evidencia caen redondito
2023-05-09 17:27:16+00:00,selene angelica cazares del imss debe dinero en contubernio con la lider sindical minerva vazquez meraz elhampasindical httpstconhh8mfl8wf httpstcoi10wh3dvre,elenamtz512,xhat la radio intensa,"durango, mexico",es,helene angelica bazares del imss debe dinero en contubernio con la lider sindical minera vazquez mera elhampasindical
2023-06-20 18:40:03+00:00,carlosmartinh manden fotos y videos del imss de la margarita y luego hablamos m,raulecc1977,raul contreras,puebla de zaragoza,es,carlosmartinh manden fotos y videos del imss de la margarita y luego hablamos m
2023-05-14 21:30:00+00:00,"insolito
el imss concluyo la relacion laboral con el director administrativo adrian orduno yanez del hospital de especialidades de cardiologia siglo xxi tras revelarse un video donde se le ve realizando actos indecentes durante una videoconferencia
httpstcohbuncyfzq5 httpstcol0kgjbuber",npinetworks,npi networks,mexico,es,insólito el imss concluyo la relación laboral con el director administrativo adrian ordeno gane del hospital de especialidades de cardiología siglo xxi tras revelarse un video donde se le ve realizando actos indecentes durante una videoconferencia
2023-05-23 13:26:05+00:00,"mananera  destaca lopezobrador idea del director de tuimss zoerobledo de contratar especialistas jubilados para compensar la falta de medicos en el sistema de salud publica
notimex notimextv httpstcoso1nn1ctoj",man64gar,tovar manuel,unknow,es,mañanera destaca lopezobrador idea del director de tuimss zoerobledo de contratar especialistas jubilados para compensar la falta de medicos en el sistema de salud publica notice notimextv
2023-05-31 15:13:02+00:00,ponchogutz elcacas asegura este ano el tuimss sera de primer nivel por 6ta ocasion,jorgito2729,sickboy2729,unknow,es,ponchogutz placas asegura este ano el tuimss sera de primer nivel por ocasion
2023-06-15 17:01:39+00:00,hay muchisimas formas de maltrato en diferentes instituciones sobre todo el sector salud imss oficinas administrativos y consulta urge imss bienestarporque nos han aislado de los programas federalesrescatar la dignidad y el respeto de los viejos a raz de tierraduele mucho,maevapionera,maria eva casas,unknow,es,hay muchisimas formas de maltrato en diferentes instituciones sobre todo el sector salud imss oficinas administrativos y consulta urge imss bienestarporque nos han aislado de los programas federalesrescatar la dignidad y el respeto de los viejos a raz de tierraduele mucho
2023-04-22 10:00:02+00:00,"le fueron hurtados varios dolares murio por asfixia mecanica secretaria de salud lamenta muerte

httpstcof5sdgfiqni",citytv,canal citytv,bogota,es,le fueron hurtado varios dolares murio por asfixia mecanica secretaria de salud lamenta muerte
2023-05-15 11:38:55+00:00,odio la idea de tener que ir al imss por un justificante medico,metvbolito,aimep3 bailando ribs de lorde.,mexico,es,odio la idea de tener que ir al imss por un justificante medico
2023-05-04 18:22:17+00:00,flavio cienfuegos senalado por presunto ejercicio indebido en su paso en el imss es la propuesta de la consejera presidenta del ine guadalupe taddei para ocupar la secretaria ejecutiva httpstcoumm5a51st9,muralcom,mural.com,mexico,es,alivio cienfuegos señalado por presunto ejercicio indebido en su paso en el imss es la propuesta de la consejera presidenta del vine guadalupe tarde para ocupar la secretaria ejecutiva
