Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-05-04 15:07:57+00:00,desde finales del ano pasado las personas empleadoras estan obligadas a inscribir a las trabajadoras del hogar al imss  httpstcolx2lt2c6jy,capitalhumanoee,capital humano,alvaro obregon,es,desde finales del ano pasado las personas empleadores estan obligadas a inscribir a las trabajadoras del hogar al imss
2023-05-14 19:07:51+00:00,mreldiablo8 tuimss si pero el prinacional  y carlosloret mamaron mas ,tacito666,tacito619,queretaro,es,tuimss si pero el prinacional y carlosloret mataron mas
2023-05-29 17:05:51+00:00,eluniversalmx orale y le quito la pension a otros expresidentes no me consta pero dicen que amlo  jamas a trabajado y ha sido un manipulador y  si es asi nunca a cotizado al issste por lo cual no tiene derecho,oro_angelica,angelito,argentina,es,eluniversalmx orale y le quito la pension a otros expresidente no me consta pero dicen que malo jamas a trabajado y ha sido un manipulador y si es asi nunca a cotizado al issste por lo cual no tiene derecho
2023-05-17 05:38:44+00:00,miseleccionmx no pues evitense las heridas del corazon y llevenlo hasta que lo pensione el imss junto con ochoa,jbarron62,jose barron,los angeles,es,miseleccionmx no pues evidente las heridas del corazon y llevenlo hasta que lo pensione el imss junto con ocho
2023-06-06 05:08:04+00:00,tuimss alejand80245820 buenas noches presento el mismo caso ya que me recetaron liragluitida en la raza en farmacia solo dicen no hay comunicate a estos telefonos los cuales jamas contestan,123vast,miguel tellez,unknow,es,tuimss buenas noches presento el mismo caso ya que me recetaron liragluitida en la raza en farmacia solo dicen no hay comunicarte a estos telefonos los cuales jamas contestan
2023-06-01 00:33:41+00:00,tamaulipas imssbienestar brindara  servicios de salud a mas de 3 millones de personas sin seguridad social dijo el gobernador americo villarreal ante el presidente andres manuel lopez obrador tras la firma de adhesion en tampico lopezobrador dravillarreal pacocuellarc httpstcojklbmfhicn,eduardovizmar,eduardo vizmar,"tampico, tamaulipas",es,tamaulipas imssbienestar brindara servicios de salud a mas de millones de personas sin seguridad social dijo el gobernador america villarreal ante el presidente andres manuel lopez obrador tras la firma de adhesión en tampoco lopezobrador dravillarreal pacocuellarc httpstcojklbmfhicn
2023-06-12 20:50:43+00:00,delfinagomeza zoerobledo tuimss todavia no entra y ya dandole en la madre a lo que medio funciona en el estado de mexico  pero si la mayoria que voto lo hizo por usted ahora a chingarnos todos,chava_vazquezf,tadeo justiciero,"lerma, mexico",es,delfinagomeza zoerobledo tuimss todavia no entra y ya dandole en la madre a lo que medio funciona en el estado de mexico pero si la mayoria que voto lo hizo por usted ahora a chingados todos
2023-05-12 14:58:58+00:00,"martinc62041324 mzavalagc santiagocreelm oye gato ya estrenaste coche nuevo ya viajaste ya te atendieron en el imss o issste de partidomorenamx y el
metro vas comodo ",sirjorgetravesi,george,mexico,es,mzavalagc santiagocreelm oye gato ya entrenaste coche nuevo ya viajaste ya te atendieron en el imss o issste de partidomorenamx y el metro vas comodo
2023-04-27 23:44:56+00:00,maupami gerardo y el imss se puede ver aparte  pero creo que ya es muy caro,soyalvarolizama,alvaro lizama @ ,ciudad de mexico,es,maupami gerard y el imss se puede ver aparte pero creo que ya es muy caro
2023-05-02 04:07:50+00:00,en francia tremendo problema por modificar el sistema de pensiones solo que en mexico ya desaparecieron los trabajadores con ley del 97 86 de los actuales trabajadores en imss ya no se pensionaran solo recibiran su saldo en su afore ya no habra pagos mensuales hasta su muerte httpstcokzjnvq3ksk,masrrorro45520,pacorro el mas rrorro,unknow,es,en francia tremendo problema por modificar el sistema de pensiones solo que en mexico ya desaparecieron los trabajadores con ley del de los actuales trabajadores en imss ya no se mencionaran solo recibiran su saldo en su adore ya no habra pagos mensuales hasta su muerte
