Datetime,Content,Username,DisplayName,Location,Lang,Content_en
2023-06-15 01:30:24+00:00,"tuimss nunca le importo lo deja danado mas de como lo recibio
solo lo uso para ser gobernador
nada le importo el desabasto de medicamentos el diferimiento quirurgico y la corrupcion que hallo e hizo crecer
director para el olvido
lopezobrador httpstco7exrbtibkn",rmarcelinozald1,r. marcelino zaldivar,unknow,es,tuimss nunca le importo lo deja danado mas de como lo recibio solo lo uso para ser gobernador nada le importo el desacato de medicamentos el diferimiento quirúrgico y la corrupción que hallo e hizo crecer director para el olvido lopezobrador
2023-05-18 19:13:21+00:00,victoriatorresr tuimss jajaja hasta en las empresas que trabajas pasa eso y te indigna por que pasa en el imss,onate0494,fernando onate,unknow,es,victoriatorresr tuimss jajaja hasta en las empresas que trabajas pasa eso y te indigna por que pasa en el imss
2023-04-29 16:05:30+00:00,tuimss para reportar una negligencia medica de un hospital en jalisco me hicieron una operacion y parece que la hizo un interno y no el especialista y nisiquera me resolvieron el problema quiero que me pasen a otra clinica en guadalajara o zapopan con gente capaz,tmetrvler3,mr. g,earth - aayin,es,tuimss para reportar una negligencia medica de un hospital en marisco me hicieron una operación y parece que la hizo un interno y no el especialista y nisiquiera me resolvieron el problema quiero que me pasen a otra clinica en guadalajara o apoyan con gente capaz
2023-04-26 22:16:58+00:00,bsvvelasco10 mariodico50 tuimss hablarle de usted es darle un lugar que no se merece lo que se requiere es que se le hable de eso,abrahamker,@elker,"zacazonapan, mexico",es,tuimss hablarle de usted es darle un lugar que no se merece lo que se requiere es que se le hable de eso
2023-06-15 22:42:15+00:00,fernandeznorona zoerobledo tuimss esta ocupado anda en campana para chiapas,hgsalinas,h s,"monterrey, nuevo leon",es,fernandeznorona zoerobledo tuimss esta ocupado anda en campana para chispas
2023-02-18 23:20:12+00:00,seguimos trabajando por y para las familias oaxaquenas en esta ocasion la jornada salud y bienestar contigo encabezada por el gobernador salomonj y nuestra secretaria de salud almavelascoh arribo a la comunidad de sanpabloyaganiza12 httpstcoejutedb6vf,sso_goboax,servicios de salud,oaxaca de juarez.,es,seguimos trabajando por y para las familias oaxaquenas en esta ocasion la jornada salud y bienestar contigo encabezada por el gobernador saloon y nuestra secretaria de salud almavelascoh arribo a la comunidad de
2023-05-02 20:18:13+00:00,"los invitamos a participar
curso impartido por el imss 
al aprobar recibiran una constancia dc3 stps 
martes 09 y 16 de mayo de 2023
1000 a 1400 horas
calle bruselas n 626 int 4 col moderna
httpstcofb4qr5uiua httpstcohle0culrtt",careintra,careintra,"guadalajara, jalisco, mexico.",es,los invitamos a participar curso impartido por el imss al aprobar recibiran una constancia stas martes y de mayo de a horas calle bruselas n in col moderna
2023-05-03 14:10:37+00:00,wigthe tuimss hasta con piyama de seda de ser una simple reina de belleza ya es alcaldesa con lana y aparte con pareja de dudosa reputacion mano que mece la cuna porque no creo que amlo la embarazara,angelam69015149,angela montalvo,unknow,es,with tuimss hasta con piyama de seda de ser una simple reina de belleza ya es alcaldesa con lana y aparte con pareja de dudosa reputación mano que mece la cuna porque no creo que malo la embarazara
2023-04-28 15:32:44+00:00,lopezobrador lo hubieran llevado a urgencias del tuimss para que lo dejaran unas cuantas horas esperando para despues decirle venga manana ya no hay citas,alexgdl83,j alejandro padilla,"guadalajara, jalisco",es,lopezobrador lo hubieran llevado a urgencias del tuimss para que lo dejaran unas cuantas horas esperando para despues decirle venga manana ya no hay citas
2023-05-22 20:51:20+00:00,"stratcons lumendoz en el tuimss le detectaron un tumor a mi mama de 85 anos voy por cita para tomografia y me dicen que me la dan hasta agosto que es cuando tengo cita con el medico 
igualito que en dinamarca lopezobrador zoerobledo  httpstco9s6vuw2rqf",laueliperavi,laura elisa #yodefiendoalinai,gustavo a. madero,es,stations lumendoz en el tuimss le detectaron un tumor a mi mama de anos voy por cita para tomografia y me dicen que me la dan hasta agosto que es cuando tengo cita con el medico igualito que en dinamarca lopezobrador zoerobledo
2023-05-23 19:59:01+00:00,tuimss eso si solo para la foto si hay lana pero para el cervicio nomas no,maiko1968,nicandro,mexico city,es,tuimss eso si solo para la foto si hay lana pero para el servicio nomas no
2023-06-16 20:53:56+00:00,una basecita por favor tuimss zoerobledo o contratos con la quincena completa ,victorsantaanna,victor santana,unknow,es,una cabecita por favor tuimss zoerobledo o contratos con la quincena completa
2023-05-25 12:34:35+00:00,mauriciocollado carolin09433128 tuimss carlostorresf jjdiazmachuca ojovisor62 conpoltab tendenciastab yucatanalminuto yucatanall elbaronnewsmx aztecayucatan ni mas ni menos como en dinamarca ,marleonorc,maria leonor,pais de la impunidad ,es,mauriciocollado tuimss carlostorresf jjdiazmachuca conpoltab tendenciastab yucatanalminuto yucatanall elbaronnewsmx aztecayucatan ni mas ni menos como en dinamarca
2023-05-01 17:52:40+00:00,jorgesuarezv justo asi lo vivi en 2017 deje el hospital en forma voluntaria para atenderme en uno particular con un desembolso imprevisto  el cirujano  que me atendio fue el mismo al que le correspondia hacerlo en el imss,omamagoo,ma del carmen ramirez de quintero,"zapopan, jalisco",es,jorgesuarezv justo asi lo vivi en deje el hospital en forma voluntaria para atenderme en uno particular con un desembolso imprevisto el cirujano que me atendido fue el mismo al que le correspondía hacerlo en el imss
2023-05-26 01:26:42+00:00,es tiempo de descontinuar un sistema caduco el de salud en el cual estan incrustados traidores a la patria y vividores que van en contra de la naturaleza humana y en contra de nuestra constitucion y sean acomodado para propagarse la emfermedad y muerte ssa imss zoe y cia,carlosalbe21793,carlos albert martinez,unknow,es,es tiempo de descontinuado un sistema caduco el de salud en el cual estan incrustados traidores a la patria y vividores que van en contra de la naturaleza humana y en contra de nuestra constitución y sean acomodado para propagarse la enfermedad y muerte esa imss zoe y cia
2023-05-16 12:09:13+00:00,tuimss buenos dias tengo una duda soy del turno de la tarde y quiero dar de alta al seguro a mi hijo me atienden en el horario de la tarde o puedo hacer mi tramite en la manana,uolvera33,amarfis,unknow,es,tuimss buenos dias tengo una duda soy del turno de la tarde y quiero dar de alta al seguro a mi hijo me atienden en el horario de la tarde o puedo hacer mi tramite en la manana
